FID,ogc_fid,bld_pid,dt_create,dt_mod,capt_date,bld_rv_dt,bld_src,qual_class,loc_pid,state,add_count,sp_adj,sp_rv_dt,solar_p,solp_rv_dt,plan_zone,roof_hgt,eave_hgt,grd_elev,grd_el_src,pr_rf_mat,roof_type,roof_clr,mb_code,num_vert,area,volume,bld_gm_qlt,cntrd_long,cntrd_lat,est_lev,roof_shape,tree_overh,wkb_geometry
geoscape_melbourne_buildings_jun22.2474505,2474505,bld58f2ebdbc918,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,Yes,2021-04-04,No,2021-04-04,Special Use,82.07,82.07,26.42,5m,Flat Concrete,Flat,#FCFEF9,20393931000,8,282.58,23191.27,,144.97074,-37.81116,27,Flat,No,"POLYGON ((-37.811172266 144.970895652, -37.81121891 144.970731906, -37.81123247 144.970738033, -37.811255601 144.97065683, -37.811241668 144.970650532, -37.811145665000005 144.970607077, -37.811141987 144.970605417, -37.811072203 144.97085036500002, -37.811172266 144.970895652))"
geoscape_melbourne_buildings_jun22.2474567,2474567,bld230c84b4efdd,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,18,No,2021-04-04,No,2021-04-04,Special Use,19.45,19.45,26.28,5m,Flat Concrete,Flat,#777B74,20394050000,4,15.74,306.09,,144.97041,-37.81017,6,Flat,No,"POLYGON ((-37.810176756000004 144.970458078, -37.810197142 144.97038652700002, -37.810177205 144.970377509, -37.810156828000004 144.97044906000002, -37.810176756000004 144.970458078))"
geoscape_melbourne_buildings_jun22.2474716,2474716,bld071c7e1957ec,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,95.72,95.72,25.12,5m,Flat Concrete,Flat,#5B6767,20664610000,46,1845.51,132854.11,,144.96957,-37.80867,32,Flat,No,"POLYGON ((-37.808715868 144.969842879, -37.808690606 144.96993009000002, -37.808730911000005 144.96994863700002, -37.808755135000006 144.96993396800002, -37.808762815 144.96990744000001, -37.808768102 144.969909873, -37.808776318 144.969908172, -37.808785419 144.969876766, -37.808779705 144.96986524500002, -37.808775582 144.96986335900002, -37.808886476000005 144.96948048800002, -37.808896971 144.969444262, -37.808904898 144.969416875, -37.808910018 144.969399197, -37.808906676 144.969397664, -37.808881704 144.96938617200001, -37.80886204 144.969397149, -37.808849886000004 144.969391564, -37.808855007000005 144.969373886, -37.808826692000004 144.969360861, -37.808807029 144.969371838, -37.808795928 144.969366736, -37.808801049 144.969349058, -37.808772725000004 144.96933603300002, -37.808753071000005 144.96934701, -37.808741398 144.96934165000002, -37.808746518 144.969323972, -37.808718204 144.969310947, -37.80869854 144.969321925, -37.80868833 144.969317229, -37.808693816 144.96929830300002, -37.808685532000005 144.969294487, -37.808615159000006 144.969262111, -37.808632212 144.969203216, -37.808630867000005 144.969186873, -37.808615252 144.96917969100002, -37.808604925000004 144.96918132500002, -37.808575233 144.96928384400002, -37.808570401000004 144.969281625, -37.80844367 144.969719166, -37.808513834 144.969751445, -37.808494356000004 144.96981868700001, -37.808507858000006 144.96984601, -37.808525263 144.969854018, -37.808552232000004 144.969866421, -37.808577494000005 144.96977919900002, -37.808715868 144.969842879))"
geoscape_melbourne_buildings_jun22.2474801,2474801,bld31a8ff3ec63a,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,9.92,9.92,29.42,5m,Flat Concrete,Flat,#696860,20664610000,8,284.48,2115.04,,144.97017,-37.80852,2,Flat,Yes,"POLYGON ((-37.808712750000005 144.97026577900002, -37.808675552000004 144.970167671, -37.80851267 144.970092712, -37.808491967 144.97016419000002, -37.808333927 144.970091473, -37.808317987 144.970146488, -37.808535590000005 144.970246618, -37.808551521000005 144.97019159200002, -37.808712750000005 144.97026577900002))"
geoscape_melbourne_buildings_jun22.2475074,2475074,bld9957256c74d4,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,94,No,2021-04-04,Yes,2021-04-04,Special Use,15.32,15.32,26.22,5m,Flat Concrete,Moderate pitch or complexity,#BABAB3,20394020000,21,1919.95,29378.69,,144.97144,-37.81037,4,Hipped,Yes,"POLYGON ((-37.810397224 144.971662831, -37.810388743000004 144.971692619, -37.810555518 144.971768102, -37.810556996 144.97176291600002, -37.810679502 144.97133288700002, -37.810433173 144.971221406, -37.810346231000004 144.971526568, -37.810270891 144.97149247500002, -37.810253844 144.971552303, -37.810245915 144.971548715, -37.810250495000005 144.97153263, -37.810206127 144.971512547, -37.810305526 144.97116363, -37.810298251 144.97116033100002, -37.810145927 144.971091395, -37.810122099000004 144.97117502400002, -37.810160863 144.97119256800002, -37.810061846 144.97154013300002, -37.810227049000005 144.97161490800002, -37.810316004 144.971655172, -37.810323346000004 144.97162940200002, -37.810397224 144.971662831))"
geoscape_melbourne_buildings_jun22.2475168,2475168,bldb4324cbaa175,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,19,No,2021-04-04,Yes,2021-04-04,Special Use,20.51,20.51,31.94,5m,Metal,Flat,#22272A,20394580000,26,444.41,7084.42,,144.97202,-37.81209,6,Flat,No,"POLYGON ((-37.812225562 144.97203498000002, -37.812165022 144.97200728500002, -37.812129342000006 144.97199096100002, -37.81210499 144.971979825, -37.812113493000005 144.971950286, -37.812128586 144.971897882, -37.812145626 144.971838678, -37.812117341000004 144.97182573, -37.812102528000004 144.971877172, -37.812066077000004 144.971860506, -37.812053518 144.971904117, -37.812007974000004 144.971883281, -37.812003331 144.97189941300002, -37.811973601000005 144.971885812, -37.811967515 144.971883025, -37.811944600000004 144.97196262100002, -37.811952984 144.971966458, -37.811982613000005 144.971980005, -37.811977784 144.97199679000002, -37.812059079 144.97203397, -37.812110219000004 144.972057368, -37.812093833000006 144.97211429400002, -37.812072303 144.972189058, -37.812168523000004 144.972233077, -37.812176831 144.972204236, -37.812190147 144.972157992, -37.812225562 144.97203498000002))"
geoscape_melbourne_buildings_jun22.2475211,2475211,blde1cdf322f42c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,Yes,2021-04-04,Special Use,19.17,17.47,30.95,5m,Metal,Steep pitch or high complexity,#C9CAC0,20394580000,9,544.15,10220.27,,144.97145,-37.81229,5,Hipped,No,"POLYGON ((-37.812454576 144.971421655, -37.812406298 144.971399565, -37.812187679000004 144.97129955600002, -37.81213417 144.971485392, -37.812352797 144.9715854, -37.812355203 144.971577042, -37.812403481000004 144.97159913200002, -37.812414841 144.971559678, -37.812439577 144.971473761, -37.812454576 144.971421655))"
geoscape_melbourne_buildings_jun22.2475248,2475248,bld362f85eea93b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,2,No,2021-04-04,Yes,2021-04-04,Special Use,27.09,27.09,33.53,5m,Metal,Moderate pitch or complexity,#D7CAA1,20394570000,26,2081.52,45931.63,,144.97298,-37.81215,8,Hipped,No,"POLYGON ((-37.811908595000006 144.972658523, -37.811875050000005 144.972775031, -37.811968917 144.97281796800002, -37.812021836 144.972842181, -37.811988988 144.972956274, -37.811936068 144.97293206100002, -37.811929912000004 144.972953437, -37.811836045 144.97291049900002, -37.811814676000004 144.972984714, -37.811861055 144.973005925, -37.811845366 144.973060401, -37.811982797 144.973123275, -37.811995322 144.973079756, -37.812045107 144.973102533, -37.812032573 144.97314604000002, -37.812107492 144.973180318, -37.812120204 144.97313614700002, -37.81217197 144.973159823, -37.812159249000004 144.973203995, -37.81215339 144.97322435200002, -37.812300058000005 144.97329144900002, -37.812344857 144.973311943, -37.812364857000006 144.973242468, -37.812448785 144.97295097900002, -37.812460325 144.972910918, -37.812364178 144.97286694000002, -37.811908595000006 144.972658523))"
geoscape_melbourne_buildings_jun22.3409342,3409342,bld4144c3ac0822,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,17,No,2021-04-04,No,2021-04-04,Special Use,33.74,33.74,15.04,5m,Flat Concrete,Flat,#DCDCDC,20664510000,14,63.74,2030.97,,144.96527,-37.81199,11,Flat,No,"POLYGON ((-37.812034881 144.965213717, -37.812037937 144.965203308, -37.812000806 144.965185994, -37.811989836 144.96522336, -37.811985776 144.96523718100002, -37.811989446000005 144.965238887, -37.811964136 144.965325127, -37.811961974 144.965332502, -37.811944022000006 144.96532412300002, -37.811942550000005 144.965329139, -37.811940005000004 144.96533780800002, -37.811991417 144.965361784, -37.811997596000005 144.965340736, -37.812022907 144.965254496, -37.812034881 144.965213717))"
geoscape_melbourne_buildings_jun22.2475532,2475532,bld43b1b4258a58,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,51,No,2021-04-04,Yes,2021-04-04,Special Use,193.22,193.22,24.69,5m,Flat Concrete,Flat,#3A3F3C,20393690000,46,4490.8,425371.13,,144.97008,-37.80926,64,Flat,No,"POLYGON ((-37.809662502 144.969954801, -37.809620793 144.96993533900002, -37.809638405 144.969875371, -37.809649036 144.96983916300002, -37.80946575 144.969753665, -37.809458217 144.96977934900002, -37.809447697 144.969774435, -37.809396358 144.9697505, -37.809287277 144.96969961300002, -37.809188624 144.969653598, -37.809142855000005 144.969632248, -37.809122707 144.96970087300002, -37.809046367 144.969665264, -37.808954192 144.96997921000002, -37.808962504 144.96998308300002, -37.808968820000004 144.969961567, -37.809010192 144.969980857, -37.809018142 144.969953776, -37.809066782 144.969976467, -37.809058832000005 144.97000354800002, -37.809044813 144.97005129800002, -37.809038717 144.970048455, -37.809024863000005 144.97004199600002, -37.809020258000004 144.970057695, -37.808944209 144.970022215, -37.808896159 144.970185891, -37.808858008 144.97031583400002, -37.808929827 144.970385109, -37.809050119000005 144.97044122100002, -37.809045404 144.970457275, -37.809064972 144.970466394, -37.809085273 144.970397243, -37.809126055 144.970416265, -37.809264217 144.97048070300002, -37.809275836000005 144.970441118, -37.809338539 144.97047036400002, -37.809326911 144.97050995, -37.809351931 144.970521623, -37.809365073 144.970476839, -37.809378429000006 144.97043136800002, -37.809509114 144.97049231900002, -37.809612308000005 144.97054046, -37.809621246 144.97051002400002, -37.809472446 144.970440618, -37.809573237 144.970097334, -37.809614946 144.970116796, -37.809662502 144.969954801))"
geoscape_melbourne_buildings_jun22.2475562,2475562,bld3558cef99d1c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,Yes,2021-04-04,Special Use,26.77,26.77,27.41,5m,Flat Concrete,Flat,#F8F7F0,20393932000,27,401.92,10608.44,,144.97108,-37.81099,8,Flat,No,"POLYGON ((-37.811061286000005 144.97107812800002, -37.811095927000004 144.971093809, -37.81109896 144.971083162, -37.811092757000004 144.97108035600002, -37.811110322000005 144.971018707, -37.811023783 144.97097953600002, -37.81099124 144.970964809, -37.810929469 144.970936853, -37.810911853 144.970998696, -37.810940200000005 144.97101152800002, -37.810928312 144.97105328, -37.810899956 144.971040448, -37.810876145 144.97112402000002, -37.810904519000005 144.971136863, -37.810893251 144.971176417, -37.810864886000005 144.971163574, -37.810856023 144.97119466700002, -37.810894433 144.971212052, -37.8109052 144.971174249, -37.810939941 144.971189973, -37.810950538 144.97115280100002, -37.810977159000004 144.971164862, -37.810994616 144.97117275600002, -37.811106813 144.971223538, -37.811114751000005 144.971227126, -37.811130082000005 144.97117333, -37.811045123 144.971134877, -37.811061286000005 144.97107812800002))"
geoscape_melbourne_buildings_jun22.2475565,2475565,bldff6cef5ff3b8,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,27,No,2021-04-04,Yes,2021-04-04,Special Use,78.99,78.99,30.98,5m,Flat Concrete,Flat,#F2F4ED,20393690000,14,1225.4,93125.75,,144.97131,-37.80868,26,Flat,No,"POLYGON ((-37.808857228 144.971169481, -37.808870655 144.971123452, -37.808643656 144.97101826000002, -37.808498608 144.971515501, -37.808725598 144.971620706, -37.808738047000006 144.971578009, -37.808746666000005 144.97154845600002, -37.808750505 144.971535323, -37.808727430000005 144.97152462900002, -37.80875814 144.971419346, -37.808781214 144.971430039, -37.808793562000005 144.97138773100002, -37.808804037 144.971351824, -37.808835129 144.971245212, -37.808857228 144.971169481))"
geoscape_melbourne_buildings_jun22.2475759,2475759,bld41d2bad534a6,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,16,No,2021-04-04,Yes,2021-04-04,Special Use,23.65,23.65,33.01,5m,Metal,Flat,#E6E7DA,20394570000,13,420.24,8464.73,,144.97255,-37.81207,7,Flat,Yes,"POLYGON ((-37.812205029000005 144.972514082, -37.812187898000005 144.972506247, -37.812155016000006 144.972491198, -37.812076654 144.972455357, -37.812021864 144.972430287, -37.811996421 144.972418647, -37.811989874000005 144.97244139600002, -37.811959287 144.972547612, -37.811943982 144.972600771, -37.811999108 144.972625991, -37.812102576 144.972673323, -37.812152589 144.972696206, -37.812192385 144.972558013, -37.812205029000005 144.972514082))"
geoscape_melbourne_buildings_jun22.3409354,3409354,bld1c6a6e3aeafe,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,8.9,8.9,23.51,5m,Flat Concrete,Flat,#9DA294,20394123000,4,39.24,349.18,,144.96778,-37.8093,2,Flat,No,"POLYGON ((-37.809306539000005 144.967846785, -37.809340389 144.967729918, -37.809310076 144.967715972, -37.809276226 144.96783283800002, -37.809306539000005 144.967846785))"
geoscape_melbourne_buildings_jun22.3409241,3409241,bldc2e3f37d3aef,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,14.2,12.5,18.58,5m,Flat Concrete,Steep pitch or high complexity,#C2C4BA,20664542000,6,160.16,2274.37,,144.96416,-37.81102,4,Hipped,Yes,"POLYGON ((-37.811017275000005 144.96429828, -37.811060985000005 144.96414937900002, -37.811084721 144.96406851, -37.811021989000004 144.964039257, -37.810983275000005 144.964171153, -37.810954543 144.964269016, -37.811017275000005 144.96429828))"
geoscape_melbourne_buildings_jun22.3409259,3409259,bld6b83dbb3b9fd,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,10.49,10.49,18.89,5m,Flat Concrete,Flat,#5C6365,20664460000,4,637.78,6687.74,,144.968,-37.81089,2,Flat,Yes,"POLYGON ((-37.810999992 144.968178789, -37.811063318 144.967963107, -37.810797203 144.967838991, -37.810733887000005 144.968054673, -37.810999992 144.968178789))"
geoscape_melbourne_buildings_jun22.3409261,3409261,bld2bd1a0161a23,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,17.6,17.6,16.22,5m,Flat Concrete,Flat,#CCCBC3,20664490000,7,216.64,3874.16,,144.96681,-37.81173,5,Flat,No,"POLYGON ((-37.811837721 144.966790753, -37.811760271000004 144.966754621, -37.811684094 144.966719101, -37.811639147 144.96687220500002, -37.811715324000005 144.966907725, -37.811730576 144.96685577, -37.811808034 144.966891892, -37.811837721 144.966790753))"
geoscape_melbourne_buildings_jun22.3409275,3409275,bldbaea60cb6792,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,22,No,2021-04-04,No,2021-04-04,Special Use,5.22,5.22,26.58,5m,Metal,Flat,#929690,20398201000,4,11.26,58.83,,144.95617,-37.80711,1,Flat,No,"POLYGON ((-37.807117825 144.95624336100002, -37.807126656 144.95624180000002, -37.807112441 144.95611385400002, -37.807103610000006 144.956115415, -37.807117825 144.95624336100002))"
geoscape_melbourne_buildings_jun22.3409315,3409315,bld0d19918b7c18,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,419,No,2021-04-04,No,2021-04-04,Special Use,11.67,11.67,18.29,5m,Flat Concrete,Flat,#C5BEB0,20393110000,4,44.7,521.88,,144.96761,-37.81118,3,Flat,No,"POLYGON ((-37.811179974000005 144.967683112, -37.81121893 144.967550404, -37.811188623 144.96753626400002, -37.811149657 144.967668972, -37.811179974000005 144.967683112))"
geoscape_melbourne_buildings_jun22.3409336,3409336,bld172d62cb41e7,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,30.9,29.2,18.68,5m,Flat Concrete,Steep pitch or high complexity,#A9AFB0,20393862000,9,24.92,770.08,,144.96596,-37.81097,10,Hipped,No,"POLYGON ((-37.810953907000005 144.965979172, -37.810981404 144.965992355, -37.810995568 144.96598595700002, -37.81100347 144.965959774, -37.810996363 144.96594277100002, -37.810970601 144.965930415, -37.810968875 144.96592958800002, -37.810953164000004 144.96593566500002, -37.810945262000004 144.965961837, -37.810953907000005 144.965979172))"
geoscape_melbourne_buildings_jun22.3409340,3409340,bld13ef92c59efd,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Residential,13.04,13.04,31.86,5m,Flat Concrete,Steep pitch or high complexity,#F4F4E8,20401330000,19,504.71,5705.44,,144.96564,-37.8087,4,Hipped,Yes,"POLYGON ((-37.808832612 144.965443612, -37.808783498000004 144.965420176, -37.80876285 144.96548891700002, -37.808717030000004 144.965641506, -37.808686281 144.965626845, -37.808700623 144.96557909700002, -37.808614427 144.965537971, -37.808592773 144.965610056, -37.808566858 144.965597694, -37.808546773 144.96566457900002, -37.808609998 144.965694751, -37.808565532 144.965842804, -37.808618098000004 144.96586787200002, -37.808635772 144.96580902600002, -37.808670856 144.965692206, -37.808782276 144.965745362, -37.808801382000006 144.96568176300002, -37.808847211 144.965529162, -37.808811963000004 144.965512342, -37.808832612 144.965443612))"
geoscape_melbourne_buildings_jun22.3409353,3409353,bld0318b77ee8e5,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,14.7,13,18.21,5m,Flat Concrete,Moderate pitch or complexity,#27373A,20631917160,5,147.21,2163.63,,144.96252,-37.80921,4,Hipped,No,"POLYGON ((-37.809169862000005 144.962549053, -37.809284442 144.96260139100002, -37.809309101000004 144.962515591, -37.809153927000004 144.96244471900002, -37.809129259 144.96253050800001, -37.809169862000005 144.962549053))"
geoscape_melbourne_buildings_jun22.3409361,3409361,blda6cf38acb90d,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,No,2021-04-04,Community Use,21.95,20.25,28.02,5m,Flat Concrete,Moderate pitch or complexity,#C6C9B9,20401330000,11,254.22,5580.82,,144.9641,-37.80809,6,Hipped,No,"POLYGON ((-37.808035878000005 144.964188897, -37.808131608000004 144.964232565, -37.808183875000005 144.964050563, -37.808187325000006 144.964038542, -37.808165880000004 144.96402876000002, -37.808162429 144.964040782, -37.808135732000004 144.9640286, -37.808139183 144.964016579, -37.808067152 144.96398370900002, -37.808022127 144.96414049, -37.808011425000004 144.964177733, -37.808035878000005 144.964188897))"
geoscape_melbourne_buildings_jun22.3409402,3409402,bldf883aa65a214,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,6,No,2021-04-04,No,2021-04-04,Special Use,11.43,11.43,26.83,5m,Flat Concrete,Flat,#DEDDCB,20664720000,3,108.69,1242.06,,144.95628,-37.81223,3,Flat,Yes,"POLYGON ((-37.812227574000005 144.956395163, -37.812298326000004 144.956151137, -37.812162847 144.956304041, -37.812227574000005 144.956395163))"
geoscape_melbourne_buildings_jun22.3409407,3409407,bldaa2536ac590e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,5.09,5.09,25.62,5m,Metal,Flat,#7A787A,20398201000,4,14.04,71.51,,144.95674,-37.80699,1,Flat,No,"POLYGON ((-37.806994729 144.956798759, -37.807007433 144.956796524, -37.806995109 144.95668562, -37.806982405 144.956687855, -37.806994729 144.956798759))"
geoscape_melbourne_buildings_jun22.3409434,3409434,bld98c8184e8dc2,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,16.33,16.33,27.08,5m,Flat Concrete,Flat,#DBDBC7,20631923850,4,33.44,546.02,,144.95704,-37.81142,5,Flat,No,"POLYGON ((-37.811422339 144.95710565500002, -37.811452801 144.95699825600002, -37.811424544000005 144.956985529, -37.811394091000004 144.957092928, -37.811422339 144.95710565500002))"
geoscape_melbourne_buildings_jun22.3409458,3409458,blddf6e5ded133b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,209,No,2021-04-04,No,2021-04-04,Special Use,58.68,58.68,16.23,5m,Flat Concrete,Flat,#DCDCDC,20631945320,11,29.51,1731.91,,144.96038,-37.81162,19,Flat,No,"POLYGON ((-37.811656392 144.960316193, -37.811665641000005 144.960283577, -37.811653198 144.960277967, -37.81164394 144.960310584, -37.811623913000005 144.960381187, -37.811607640000005 144.96043856600002, -37.811588694 144.960430034, -37.811582571 144.960451637, -37.81161396 144.960465779, -37.811620084000005 144.960444176, -37.811636365000005 144.96038679600002, -37.811656392 144.960316193))"
geoscape_melbourne_buildings_jun22.3409463,3409463,bldb2ca58d90220,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,6,No,2021-04-04,No,2021-04-04,Community Use,24.67,24.07,27.29,5m,Flat Concrete,Moderate pitch or complexity,#D4D9CE,20401330000,22,1616.69,39872.71,,144.96426,-37.80743,7,Hipped,No,"POLYGON ((-37.807715479 144.96438207900002, -37.807726335000005 144.964345922, -37.807733595 144.96434938000002, -37.807743122000005 144.964317655, -37.80770642 144.964300138, -37.807724801 144.96423894400002, -37.80769715 144.964225744, -37.807703618000005 144.964204224, -37.807269599 144.963997154, -37.807153344 144.96438426100002, -37.807330935 144.96446899, -37.807336389 144.96445082600002, -37.807342575 144.96443023400002, -37.807359516000005 144.96437384, -37.807364867000004 144.96435603, -37.807394555 144.96425714600002, -37.807437208 144.96427749900002, -37.807407511 144.964376372, -37.807444576 144.964394062, -37.807654061 144.964493999, -37.807666229000006 144.96445349, -37.807691154000004 144.96437048, -37.807715479 144.96438207900002))"
geoscape_melbourne_buildings_jun22.3409465,3409465,bld442f7ccec721,2022-03-11,2022-06-22,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,111,No,2021-04-04,No,2021-04-04,Special Use,11.04,11.04,22.74,5m,Flat Concrete,Flat,#4B554F,20664713000,4,25.19,277.97,,144.95844,-37.81133,2,Flat,No,"POLYGON ((-37.811340990000005 144.95848576900002, -37.811359122 144.95842185200001, -37.811323373 144.958405741, -37.811305241 144.958469658, -37.811340990000005 144.95848576900002))"
